,Year,Month,Incident Zip,Sanitation_related,Neighborhood_related,House_related,Pollution_related,Other_related
6194,2017,6,11205,1121,1121,1121,1121,1121
6195,2017,6,11206,1864,1864,1864,1864,1864
6196,2017,6,11207,2845,2845,2845,2845,2845
6197,2017,6,11208,2577,2577,2577,2577,2577
6198,2017,6,11209,1913,1913,1913,1913,1913
6199,2017,6,11210,1331,1331,1331,1331,1331
6200,2017,6,11211,1861,1861,1861,1861,1861
6201,2017,6,11212,1779,1779,1779,1779,1779
6202,2017,6,11213,1844,1844,1844,1844,1844
6203,2017,6,11214,1737,1737,1737,1737,1737
6204,2017,6,11215,1928,1928,1928,1928,1928
6205,2017,6,11216,2248,2248,2248,2248,2248
6206,2017,6,11217,1277,1277,1277,1277,1277
6207,2017,6,11218,1739,1739,1739,1739,1739
6208,2017,6,11219,1471,1471,1471,1471,1471
6209,2017,6,11220,1924,1924,1924,1924,1924
6210,2017,6,11221,2415,2415,2415,2415,2415
6211,2017,6,11222,1163,1163,1163,1163,1163
6212,2017,6,11223,1459,1459,1459,1459,1459
6213,2017,6,11224,560,560,560,560,560
6214,2017,6,11225,1959,1959,1959,1959,1959
6215,2017,6,11226,3237,3237,3237,3237,3237
6216,2017,6,11228,1088,1088,1088,1088,1088
6217,2017,6,11229,1458,1458,1458,1458,1458
6218,2017,6,11230,1593,1593,1593,1593,1593
6219,2017,6,11231,1023,1023,1023,1023,1023
6220,2017,6,11232,746,746,746,746,746
6221,2017,6,11233,1961,1961,1961,1961,1961
6222,2017,6,11234,2119,2119,2119,2119,2119
6223,2017,6,11235,1551,1551,1551,1551,1551
6224,2017,6,11236,1980,1980,1980,1980,1980
6225,2017,6,11237,1994,1994,1994,1994,1994
6226,2017,6,11238,1909,1909,1909,1909,1909
6227,2017,6,11239,134,134,134,134,134
6228,2017,6,11249,914,914,914,914,914
6229,2017,6,11251,1,1,1,1,1
6230,2017,6,11354,1047,1047,1047,1047,1047
6231,2017,6,11355,1182,1182,1182,1182,1182
6232,2017,6,11356,711,711,711,711,711
6233,2017,6,11357,992,992,992,992,992
6234,2017,6,11358,846,846,846,846,846
6235,2017,6,11359,2,2,2,2,2
6236,2017,6,11360,206,206,206,206,206
6237,2017,6,11361,619,619,619,619,619
6238,2017,6,11362,364,364,364,364,364
6239,2017,6,11363,171,171,171,171,171
6240,2017,6,11364,557,557,557,557,557
6241,2017,6,11365,693,693,693,693,693
6242,2017,6,11366,1221,1221,1221,1221,1221
6243,2017,6,11367,743,743,743,743,743
6244,2017,6,11368,1913,1913,1913,1913,1913
6245,2017,6,11369,907,907,907,907,907
6246,2017,6,11370,503,503,503,503,503
6247,2017,6,11371,6,6,6,6,6
6248,2017,6,11372,1102,1102,1102,1102,1102
6249,2017,6,11373,1524,1524,1524,1524,1524
6250,2017,6,11374,791,791,791,791,791
6251,2017,6,11375,1085,1085,1085,1085,1085
6252,2017,6,11377,1795,1795,1795,1795,1795
6253,2017,6,11378,1062,1062,1062,1062,1062
6254,2017,6,11379,815,815,815,815,815
6255,2017,6,11385,2819,2819,2819,2819,2819
6256,2017,6,11411,383,383,383,383,383
6257,2017,6,11412,735,735,735,735,735
6258,2017,6,11413,896,896,896,896,896
6259,2017,6,11414,619,619,619,619,619
6260,2017,6,11415,383,383,383,383,383
6261,2017,6,11416,786,786,786,786,786
6262,2017,6,11417,932,932,932,932,932
6263,2017,6,11418,1013,1013,1013,1013,1013
6264,2017,6,11419,1304,1304,1304,1304,1304
6265,2017,6,11420,1456,1456,1456,1456,1456
6266,2017,6,11421,1125,1125,1125,1125,1125
6267,2017,6,11422,543,543,543,543,543
6268,2017,6,11423,638,638,638,638,638
6269,2017,6,11426,361,361,361,361,361
6270,2017,6,11427,446,446,446,446,446
6271,2017,6,11428,400,400,400,400,400
6272,2017,6,11429,537,537,537,537,537
6273,2017,6,11430,67,67,67,67,67
6274,2017,6,11432,1111,1111,1111,1111,1111
6275,2017,6,11433,931,931,931,931,931
6276,2017,6,11434,1312,1312,1312,1312,1312
6277,2017,6,11435,1098,1098,1098,1098,1098
6278,2017,6,11436,509,509,509,509,509
6279,2017,6,11691,1366,1366,1366,1366,1366
6280,2017,6,11692,539,539,539,539,539
6281,2017,6,11693,435,435,435,435,435
6282,2017,6,11694,664,664,664,664,664
6283,2017,6,11695,2,2,2,2,2
6284,2017,6,11697,21,21,21,21,21
6285,2017,6,11747,1,1,1,1,1
6286,2017,6,23502,1,1,1,1,1
6287,2017,6,nan,32,32,32,32,32
6288,2017,7,10000,26,26,26,26,26
6289,2017,7,10001,849,849,849,849,849
6290,2017,7,10002,1342,1342,1342,1342,1342
6291,2017,7,10003,984,984,984,984,984
6292,2017,7,10004,220,220,220,220,220
6293,2017,7,10005,223,223,223,223,223
6294,2017,7,10006,114,114,114,114,114
6295,2017,7,10007,361,361,361,361,361
6296,2017,7,10009,1078,1078,1078,1078,1078
6297,2017,7,10010,471,471,471,471,471
6298,2017,7,10011,980,980,980,980,980
6299,2017,7,10012,592,592,592,592,592
6300,2017,7,10013,929,929,929,929,929
6301,2017,7,10014,658,658,658,658,658
6302,2017,7,10016,860,860,860,860,860
6303,2017,7,10017,423,423,423,423,423
6304,2017,7,10018,381,381,381,381,381
6305,2017,7,10019,892,892,892,892,892
6306,2017,7,10020,40,40,40,40,40
6307,2017,7,10021,417,417,417,417,417
6308,2017,7,10022,540,540,540,540,540
6309,2017,7,10023,805,805,805,805,805
6310,2017,7,10024,815,815,815,815,815
6311,2017,7,10025,1266,1266,1266,1266,1266
6312,2017,7,10026,1035,1035,1035,1035,1035
6313,2017,7,10027,1228,1228,1228,1228,1228
6314,2017,7,10028,535,535,535,535,535
6315,2017,7,10029,1413,1413,1413,1413,1413
6316,2017,7,10030,750,750,750,750,750
6317,2017,7,10031,2001,2001,2001,2001,2001
6318,2017,7,10032,1634,1634,1634,1634,1634
6319,2017,7,10033,1685,1685,1685,1685,1685
6320,2017,7,10034,1418,1418,1418,1418,1418
6321,2017,7,10035,993,993,993,993,993
6322,2017,7,10036,908,908,908,908,908
6323,2017,7,10037,442,442,442,442,442
6324,2017,7,10038,328,328,328,328,328
6325,2017,7,10039,583,583,583,583,583
6326,2017,7,10040,1689,1689,1689,1689,1689
6327,2017,7,10041,2,2,2,2,2
6328,2017,7,10044,26,26,26,26,26
6329,2017,7,10065,334,334,334,334,334
6330,2017,7,10069,24,24,24,24,24
6331,2017,7,10075,304,304,304,304,304
6332,2017,7,10103,3,3,3,3,3
6333,2017,7,10105,1,1,1,1,1
6334,2017,7,10106,1,1,1,1,1
6335,2017,7,10111,3,3,3,3,3
6336,2017,7,10112,16,16,16,16,16
6337,2017,7,10115,2,2,2,2,2
6338,2017,7,10118,1,1,1,1,1
6339,2017,7,10119,4,4,4,4,4
6340,2017,7,10120,1,1,1,1,1
6341,2017,7,10121,5,5,5,5,5
6342,2017,7,10128,636,636,636,636,636
6343,2017,7,10151,3,3,3,3,3
6344,2017,7,10152,1,1,1,1,1
6345,2017,7,10154,1,1,1,1,1
6346,2017,7,10155,1,1,1,1,1
6347,2017,7,10158,2,2,2,2,2
6348,2017,7,10162,2,2,2,2,2
6349,2017,7,10167,1,1,1,1,1
6350,2017,7,10168,3,3,3,3,3
6351,2017,7,10169,6,6,6,6,6
6352,2017,7,10170,2,2,2,2,2
6353,2017,7,10172,2,2,2,2,2
6354,2017,7,10176,1,1,1,1,1
6355,2017,7,10177,4,4,4,4,4
6356,2017,7,10179,1,1,1,1,1
6357,2017,7,10271,2,2,2,2,2
6358,2017,7,10278,2,2,2,2,2
6359,2017,7,10279,2,2,2,2,2
6360,2017,7,10280,54,54,54,54,54
6361,2017,7,10281,44,44,44,44,44
6362,2017,7,10282,15,15,15,15,15
6363,2017,7,10301,999,999,999,999,999
6364,2017,7,10302,523,523,523,523,523
6365,2017,7,10303,611,611,611,611,611
6366,2017,7,10304,933,933,933,933,933
6367,2017,7,10305,867,867,867,867,867
6368,2017,7,10306,1157,1157,1157,1157,1157
6369,2017,7,10307,316,316,316,316,316
6370,2017,7,10308,515,515,515,515,515
6371,2017,7,10309,676,676,676,676,676
6372,2017,7,10310,685,685,685,685,685
6373,2017,7,10312,1457,1457,1457,1457,1457
6374,2017,7,10314,1895,1895,1895,1895,1895
6375,2017,7,10451,1194,1194,1194,1194,1194
6376,2017,7,10452,2593,2593,2593,2593,2593
6377,2017,7,10453,2514,2514,2514,2514,2514
6378,2017,7,10454,684,684,684,684,684
6379,2017,7,10455,903,903,903,903,903
6380,2017,7,10456,2085,2085,2085,2085,2085
6381,2017,7,10457,2168,2168,2168,2168,2168
6382,2017,7,10458,2033,2033,2033,2033,2033
6383,2017,7,10459,1287,1287,1287,1287,1287
6384,2017,7,10460,1464,1464,1464,1464,1464
6385,2017,7,10461,1263,1263,1263,1263,1263
6386,2017,7,10462,1429,1429,1429,1429,1429
6387,2017,7,10463,1395,1395,1395,1395,1395
6388,2017,7,10464,144,144,144,144,144
6389,2017,7,10465,990,990,990,990,990
6390,2017,7,10466,1659,1659,1659,1659,1659
6391,2017,7,10467,2568,2568,2568,2568,2568
6392,2017,7,10468,2298,2298,2298,2298,2298
6393,2017,7,10469,1587,1587,1587,1587,1587
6394,2017,7,10470,518,518,518,518,518
6395,2017,7,10471,380,380,380,380,380
6396,2017,7,10472,1790,1790,1790,1790,1790
6397,2017,7,10473,993,993,993,993,993
6398,2017,7,10474,445,445,445,445,445
6399,2017,7,10475,294,294,294,294,294
6400,2017,7,11001,91,91,91,91,91
6401,2017,7,11004,181,181,181,181,181
6402,2017,7,11005,2,2,2,2,2
6403,2017,7,11040,54,54,54,54,54
6404,2017,7,11096,1,1,1,1,1
6405,2017,7,11101,1280,1280,1280,1280,1280
6406,2017,7,11102,795,795,795,795,795
6407,2017,7,11103,728,728,728,728,728
6408,2017,7,11104,520,520,520,520,520
6409,2017,7,11105,846,846,846,846,846
6410,2017,7,11106,871,871,871,871,871
6411,2017,7,11109,42,42,42,42,42
6412,2017,7,11201,1140,1140,1140,1140,1140
6413,2017,7,11203,2101,2101,2101,2101,2101
6414,2017,7,11204,1304,1304,1304,1304,1304
6415,2017,7,11205,1021,1021,1021,1021,1021
6416,2017,7,11206,1947,1947,1947,1947,1947
6417,2017,7,11207,2845,2845,2845,2845,2845
6418,2017,7,11208,2674,2674,2674,2674,2674
6419,2017,7,11209,1699,1699,1699,1699,1699
6420,2017,7,11210,1370,1370,1370,1370,1370
6421,2017,7,11211,1545,1545,1545,1545,1545
6422,2017,7,11212,1910,1910,1910,1910,1910
6423,2017,7,11213,2058,2058,2058,2058,2058
6424,2017,7,11214,1577,1577,1577,1577,1577
6425,2017,7,11215,1813,1813,1813,1813,1813
6426,2017,7,11216,2071,2071,2071,2071,2071
6427,2017,7,11217,1232,1232,1232,1232,1232
6428,2017,7,11218,1823,1823,1823,1823,1823
6429,2017,7,11219,1359,1359,1359,1359,1359
6430,2017,7,11220,2024,2024,2024,2024,2024
6431,2017,7,11221,2402,2402,2402,2402,2402
6432,2017,7,11222,1115,1115,1115,1115,1115
6433,2017,7,11223,1251,1251,1251,1251,1251
6434,2017,7,11224,665,665,665,665,665
6435,2017,7,11225,1887,1887,1887,1887,1887
6436,2017,7,11226,3458,3458,3458,3458,3458
6437,2017,7,11228,1035,1035,1035,1035,1035
6438,2017,7,11229,1481,1481,1481,1481,1481
6439,2017,7,11230,1617,1617,1617,1617,1617
6440,2017,7,11231,916,916,916,916,916
6441,2017,7,11232,743,743,743,743,743
6442,2017,7,11233,2070,2070,2070,2070,2070
6443,2017,7,11234,2385,2385,2385,2385,2385
6444,2017,7,11235,1613,1613,1613,1613,1613
6445,2017,7,11236,2149,2149,2149,2149,2149
6446,2017,7,11237,1866,1866,1866,1866,1866
6447,2017,7,11238,1887,1887,1887,1887,1887
6448,2017,7,11239,186,186,186,186,186
6449,2017,7,11249,905,905,905,905,905
6450,2017,7,11251,3,3,3,3,3
6451,2017,7,11354,957,957,957,957,957
6452,2017,7,11355,1159,1159,1159,1159,1159
6453,2017,7,11356,640,640,640,640,640
6454,2017,7,11357,913,913,913,913,913
6455,2017,7,11358,802,802,802,802,802
6456,2017,7,11359,3,3,3,3,3
6457,2017,7,11360,182,182,182,182,182
6458,2017,7,11361,555,555,555,555,555
6459,2017,7,11362,331,331,331,331,331
6460,2017,7,11363,145,145,145,145,145
6461,2017,7,11364,498,498,498,498,498
6462,2017,7,11365,767,767,767,767,767
6463,2017,7,11366,648,648,648,648,648
6464,2017,7,11367,703,703,703,703,703
6465,2017,7,11368,1967,1967,1967,1967,1967
6466,2017,7,11369,864,864,864,864,864
6467,2017,7,11370,613,613,613,613,613
6468,2017,7,11371,3,3,3,3,3
6469,2017,7,11372,983,983,983,983,983
6470,2017,7,11373,1308,1308,1308,1308,1308
6471,2017,7,11374,684,684,684,684,684
6472,2017,7,11375,1130,1130,1130,1130,1130
6473,2017,7,11377,1584,1584,1584,1584,1584
6474,2017,7,11378,1063,1063,1063,1063,1063
6475,2017,7,11379,854,854,854,854,854
6476,2017,7,11385,2818,2818,2818,2818,2818
6477,2017,7,11411,431,431,431,431,431
6478,2017,7,11412,849,849,849,849,849
6479,2017,7,11413,985,985,985,985,985
6480,2017,7,11414,721,721,721,721,721
6481,2017,7,11415,330,330,330,330,330
6482,2017,7,11416,784,784,784,784,784
6483,2017,7,11417,910,910,910,910,910
6484,2017,7,11418,1018,1018,1018,1018,1018
6485,2017,7,11419,1842,1842,1842,1842,1842
6486,2017,7,11420,1495,1495,1495,1495,1495
6487,2017,7,11421,1118,1118,1118,1118,1118
6488,2017,7,11422,570,570,570,570,570
6489,2017,7,11423,769,769,769,769,769
6490,2017,7,11426,380,380,380,380,380
6491,2017,7,11427,449,449,449,449,449
6492,2017,7,11428,416,416,416,416,416
6493,2017,7,11429,464,464,464,464,464
6494,2017,7,11430,62,62,62,62,62
6495,2017,7,11432,1106,1106,1106,1106,1106
6496,2017,7,11433,1157,1157,1157,1157,1157
6497,2017,7,11434,1372,1372,1372,1372,1372
6498,2017,7,11435,1214,1214,1214,1214,1214
6499,2017,7,11436,522,522,522,522,522
6500,2017,7,11691,1140,1140,1140,1140,1140
6501,2017,7,11692,342,342,342,342,342
6502,2017,7,11693,454,454,454,454,454
6503,2017,7,11694,704,704,704,704,704
6504,2017,7,11695,4,4,4,4,4
6505,2017,7,11697,29,29,29,29,29
6506,2017,7,7114,1,1,1,1,1
6507,2017,7,83,5,5,5,5,5
6508,2017,7,nan,18,18,18,18,18
6509,2017,8,10000,25,25,25,25,25
6510,2017,8,10001,809,809,809,809,809
6511,2017,8,10002,1292,1292,1292,1292,1292
6512,2017,8,10003,958,958,958,958,958
6513,2017,8,10004,205,205,205,205,205
6514,2017,8,10005,155,155,155,155,155
6515,2017,8,10006,122,122,122,122,122
6516,2017,8,10007,285,285,285,285,285
6517,2017,8,10009,1114,1114,1114,1114,1114
6518,2017,8,10010,498,498,498,498,498
6519,2017,8,10011,957,957,957,957,957
6520,2017,8,10012,633,633,633,633,633
6521,2017,8,10013,1103,1103,1103,1103,1103
6522,2017,8,10014,692,692,692,692,692
6523,2017,8,10016,816,816,816,816,816
6524,2017,8,10017,368,368,368,368,368
6525,2017,8,10018,447,447,447,447,447
6526,2017,8,10019,887,887,887,887,887
6527,2017,8,10020,27,27,27,27,27
6528,2017,8,10021,447,447,447,447,447
6529,2017,8,10022,505,505,505,505,505
6530,2017,8,10023,701,701,701,701,701
6531,2017,8,10024,909,909,909,909,909
6532,2017,8,10025,1554,1554,1554,1554,1554
6533,2017,8,10026,805,805,805,805,805
6534,2017,8,10027,1330,1330,1330,1330,1330
6535,2017,8,10028,601,601,601,601,601
6536,2017,8,10029,1257,1257,1257,1257,1257
6537,2017,8,10030,867,867,867,867,867
6538,2017,8,10031,2029,2029,2029,2029,2029
6539,2017,8,10032,1807,1807,1807,1807,1807
6540,2017,8,10033,1564,1564,1564,1564,1564
6541,2017,8,10034,1626,1626,1626,1626,1626
6542,2017,8,10035,774,774,774,774,774
6543,2017,8,10036,1019,1019,1019,1019,1019
6544,2017,8,10037,364,364,364,364,364
6545,2017,8,10038,366,366,366,366,366
6546,2017,8,10039,575,575,575,575,575
6547,2017,8,10040,1479,1479,1479,1479,1479
6548,2017,8,10041,6,6,6,6,6
6549,2017,8,10044,30,30,30,30,30
6550,2017,8,10065,379,379,379,379,379
6551,2017,8,10069,28,28,28,28,28
6552,2017,8,10075,285,285,285,285,285
6553,2017,8,10103,3,3,3,3,3
6554,2017,8,10105,7,7,7,7,7
6555,2017,8,10106,1,1,1,1,1
6556,2017,8,10107,1,1,1,1,1
6557,2017,8,10110,1,1,1,1,1
6558,2017,8,10111,3,3,3,3,3
6559,2017,8,10112,14,14,14,14,14
6560,2017,8,10118,3,3,3,3,3
6561,2017,8,10119,4,4,4,4,4
6562,2017,8,10120,1,1,1,1,1
6563,2017,8,10121,2,2,2,2,2
6564,2017,8,10128,605,605,605,605,605
6565,2017,8,10152,1,1,1,1,1
6566,2017,8,10153,1,1,1,1,1
6567,2017,8,10154,1,1,1,1,1
6568,2017,8,10162,2,2,2,2,2
6569,2017,8,10165,2,2,2,2,2
6570,2017,8,10168,3,3,3,3,3
6571,2017,8,10169,1,1,1,1,1
6572,2017,8,10170,1,1,1,1,1
6573,2017,8,10172,4,4,4,4,4
6574,2017,8,10176,1,1,1,1,1
6575,2017,8,10177,1,1,1,1,1
6576,2017,8,10178,1,1,1,1,1
6577,2017,8,10271,1,1,1,1,1
6578,2017,8,10278,7,7,7,7,7
6579,2017,8,10279,2,2,2,2,2
6580,2017,8,10280,46,46,46,46,46
6581,2017,8,10281,12,12,12,12,12
6582,2017,8,10282,24,24,24,24,24
6583,2017,8,10301,1037,1037,1037,1037,1037
6584,2017,8,10302,521,521,521,521,521
6585,2017,8,10303,692,692,692,692,692
6586,2017,8,10304,953,953,953,953,953
6587,2017,8,10305,934,934,934,934,934
6588,2017,8,10306,1213,1213,1213,1213,1213
6589,2017,8,10307,283,283,283,283,283
6590,2017,8,10308,481,481,481,481,481
6591,2017,8,10309,796,796,796,796,796
6592,2017,8,10310,645,645,645,645,645
6593,2017,8,10312,1271,1271,1271,1271,1271
6594,2017,8,10314,1806,1806,1806,1806,1806
6595,2017,8,10451,1241,1241,1241,1241,1241
6596,2017,8,10452,2266,2266,2266,2266,2266
6597,2017,8,10453,2117,2117,2117,2117,2117
6598,2017,8,10454,726,726,726,726,726
6599,2017,8,10455,949,949,949,949,949
6600,2017,8,10456,1995,1995,1995,1995,1995
6601,2017,8,10457,2138,2138,2138,2138,2138
6602,2017,8,10458,2122,2122,2122,2122,2122
6603,2017,8,10459,1315,1315,1315,1315,1315
6604,2017,8,10460,1485,1485,1485,1485,1485
6605,2017,8,10461,1235,1235,1235,1235,1235
6606,2017,8,10462,1518,1518,1518,1518,1518
6607,2017,8,10463,1404,1404,1404,1404,1404
6608,2017,8,10464,154,154,154,154,154
6609,2017,8,10465,1098,1098,1098,1098,1098
6610,2017,8,10466,1776,1776,1776,1776,1776
6611,2017,8,10467,2462,2462,2462,2462,2462
6612,2017,8,10468,2011,2011,2011,2011,2011
6613,2017,8,10469,1558,1558,1558,1558,1558
6614,2017,8,10470,423,423,423,423,423
6615,2017,8,10471,394,394,394,394,394
6616,2017,8,10472,1598,1598,1598,1598,1598
6617,2017,8,10473,959,959,959,959,959
6618,2017,8,10474,476,476,476,476,476
6619,2017,8,10475,226,226,226,226,226
6620,2017,8,11001,81,81,81,81,81
6621,2017,8,11004,167,167,167,167,167
6622,2017,8,11005,2,2,2,2,2
6623,2017,8,11040,44,44,44,44,44
6624,2017,8,11101,1225,1225,1225,1225,1225
6625,2017,8,11102,834,834,834,834,834
6626,2017,8,11103,727,727,727,727,727
6627,2017,8,11104,451,451,451,451,451
6628,2017,8,11105,845,845,845,845,845
6629,2017,8,11106,860,860,860,860,860
6630,2017,8,11109,35,35,35,35,35
6631,2017,8,11201,1526,1526,1526,1526,1526
6632,2017,8,11203,2009,2009,2009,2009,2009
6633,2017,8,11204,1286,1286,1286,1286,1286
6634,2017,8,11205,1007,1007,1007,1007,1007
6635,2017,8,11206,2159,2159,2159,2159,2159
6636,2017,8,11207,2862,2862,2862,2862,2862
6637,2017,8,11208,2566,2566,2566,2566,2566
6638,2017,8,11209,1505,1505,1505,1505,1505
6639,2017,8,11210,1296,1296,1296,1296,1296
6640,2017,8,11211,1496,1496,1496,1496,1496
6641,2017,8,11212,1848,1848,1848,1848,1848
6642,2017,8,11213,1678,1678,1678,1678,1678
6643,2017,8,11214,1392,1392,1392,1392,1392
6644,2017,8,11215,1529,1529,1529,1529,1529
6645,2017,8,11216,1633,1633,1633,1633,1633
6646,2017,8,11217,1245,1245,1245,1245,1245
6647,2017,8,11218,1631,1631,1631,1631,1631
6648,2017,8,11219,1137,1137,1137,1137,1137
6649,2017,8,11220,1927,1927,1927,1927,1927
6650,2017,8,11221,2431,2431,2431,2431,2431
6651,2017,8,11222,941,941,941,941,941
6652,2017,8,11223,1320,1320,1320,1320,1320
6653,2017,8,11224,621,621,621,621,621
6654,2017,8,11225,1883,1883,1883,1883,1883
6655,2017,8,11226,3139,3139,3139,3139,3139
6656,2017,8,11228,934,934,934,934,934
6657,2017,8,11229,1503,1503,1503,1503,1503
6658,2017,8,11230,1426,1426,1426,1426,1426
6659,2017,8,11231,739,739,739,739,739
6660,2017,8,11232,665,665,665,665,665
6661,2017,8,11233,2201,2201,2201,2201,2201
6662,2017,8,11234,2095,2095,2095,2095,2095
6663,2017,8,11235,1495,1495,1495,1495,1495
6664,2017,8,11236,1981,1981,1981,1981,1981
6665,2017,8,11237,1633,1633,1633,1633,1633
6666,2017,8,11238,1782,1782,1782,1782,1782
6667,2017,8,11239,129,129,129,129,129
6668,2017,8,11249,696,696,696,696,696
6669,2017,8,11251,1,1,1,1,1
6670,2017,8,11354,850,850,850,850,850
6671,2017,8,11355,1165,1165,1165,1165,1165
6672,2017,8,11356,615,615,615,615,615
6673,2017,8,11357,834,834,834,834,834
6674,2017,8,11358,801,801,801,801,801
6675,2017,8,11359,3,3,3,3,3
6676,2017,8,11360,236,236,236,236,236
6677,2017,8,11361,626,626,626,626,626
6678,2017,8,11362,272,272,272,272,272
6679,2017,8,11363,190,190,190,190,190
6680,2017,8,11364,510,510,510,510,510
6681,2017,8,11365,723,723,723,723,723
6682,2017,8,11366,442,442,442,442,442
6683,2017,8,11367,590,590,590,590,590
6684,2017,8,11368,1803,1803,1803,1803,1803
6685,2017,8,11369,794,794,794,794,794
6686,2017,8,11370,454,454,454,454,454
6687,2017,8,11371,4,4,4,4,4
6688,2017,8,11372,934,934,934,934,934
6689,2017,8,11373,1343,1343,1343,1343,1343
6690,2017,8,11374,619,619,619,619,619
6691,2017,8,11375,1083,1083,1083,1083,1083
6692,2017,8,11377,1789,1789,1789,1789,1789
6693,2017,8,11378,1041,1041,1041,1041,1041
6694,2017,8,11379,800,800,800,800,800
6695,2017,8,11385,2706,2706,2706,2706,2706
6696,2017,8,11411,367,367,367,367,367
6697,2017,8,11412,919,919,919,919,919
6698,2017,8,11413,827,827,827,827,827
6699,2017,8,11414,686,686,686,686,686
6700,2017,8,11415,380,380,380,380,380
6701,2017,8,11416,690,690,690,690,690
6702,2017,8,11417,1011,1011,1011,1011,1011
6703,2017,8,11418,876,876,876,876,876
6704,2017,8,11419,1466,1466,1466,1466,1466
6705,2017,8,11420,1460,1460,1460,1460,1460
6706,2017,8,11421,1179,1179,1179,1179,1179
6707,2017,8,11422,599,599,599,599,599
6708,2017,8,11423,663,663,663,663,663
6709,2017,8,11426,368,368,368,368,368
6710,2017,8,11427,383,383,383,383,383
6711,2017,8,11428,449,449,449,449,449
6712,2017,8,11429,529,529,529,529,529
6713,2017,8,11430,80,80,80,80,80
6714,2017,8,11432,1047,1047,1047,1047,1047
6715,2017,8,11433,1029,1029,1029,1029,1029
6716,2017,8,11434,1168,1168,1168,1168,1168
6717,2017,8,11435,1053,1053,1053,1053,1053
6718,2017,8,11436,514,514,514,514,514
6719,2017,8,11691,1123,1123,1123,1123,1123
6720,2017,8,11692,270,270,270,270,270
6721,2017,8,11693,372,372,372,372,372
6722,2017,8,11694,514,514,514,514,514
6723,2017,8,11695,2,2,2,2,2
6724,2017,8,11697,15,15,15,15,15
6725,2017,8,83,5,5,5,5,5
6726,2017,8,nan,25,25,25,25,25
6727,2017,9,10000,22,22,22,22,22
6728,2017,9,10001,944,944,944,944,944
6729,2017,9,10002,1569,1569,1569,1569,1569
6730,2017,9,10003,1276,1276,1276,1276,1276
6731,2017,9,10004,146,146,146,146,146
6732,2017,9,10005,115,115,115,115,115
6733,2017,9,10006,146,146,146,146,146
6734,2017,9,10007,277,277,277,277,277
6735,2017,9,10009,1221,1221,1221,1221,1221
6736,2017,9,10010,632,632,632,632,632
6737,2017,9,10011,1002,1002,1002,1002,1002
6738,2017,9,10012,799,799,799,799,799
6739,2017,9,10013,943,943,943,943,943
6740,2017,9,10014,763,763,763,763,763
6741,2017,9,10016,878,878,878,878,878
6742,2017,9,10017,371,371,371,371,371
6743,2017,9,10018,392,392,392,392,392
6744,2017,9,10019,1128,1128,1128,1128,1128
6745,2017,9,10020,30,30,30,30,30
6746,2017,9,10021,522,522,522,522,522
6747,2017,9,10022,594,594,594,594,594
6748,2017,9,10023,1187,1187,1187,1187,1187
6749,2017,9,10024,896,896,896,896,896
6750,2017,9,10025,1662,1662,1662,1662,1662
6751,2017,9,10026,940,940,940,940,940
6752,2017,9,10027,1354,1354,1354,1354,1354
6753,2017,9,10028,581,581,581,581,581
6754,2017,9,10029,1190,1190,1190,1190,1190
6755,2017,9,10030,921,921,921,921,921
6756,2017,9,10031,1858,1858,1858,1858,1858
6757,2017,9,10032,1623,1623,1623,1623,1623
6758,2017,9,10033,1333,1333,1333,1333,1333
6759,2017,9,10034,1292,1292,1292,1292,1292
6760,2017,9,10035,915,915,915,915,915
6761,2017,9,10036,918,918,918,918,918
6762,2017,9,10037,354,354,354,354,354
6763,2017,9,10038,370,370,370,370,370
6764,2017,9,10039,578,578,578,578,578
6765,2017,9,10040,1363,1363,1363,1363,1363
6766,2017,9,10041,10,10,10,10,10
6767,2017,9,10044,27,27,27,27,27
6768,2017,9,10065,449,449,449,449,449
6769,2017,9,10069,25,25,25,25,25
6770,2017,9,10075,422,422,422,422,422
6771,2017,9,10103,3,3,3,3,3
6772,2017,9,10105,3,3,3,3,3
6773,2017,9,10106,3,3,3,3,3
6774,2017,9,10107,1,1,1,1,1
6775,2017,9,10110,1,1,1,1,1
6776,2017,9,10111,1,1,1,1,1
6777,2017,9,10112,17,17,17,17,17
6778,2017,9,10118,1,1,1,1,1
6779,2017,9,10119,3,3,3,3,3
6780,2017,9,10120,3,3,3,3,3
6781,2017,9,10121,11,11,11,11,11
6782,2017,9,10128,594,594,594,594,594
6783,2017,9,10153,3,3,3,3,3
6784,2017,9,10158,1,1,1,1,1
6785,2017,9,10168,3,3,3,3,3
6786,2017,9,10169,3,3,3,3,3
6787,2017,9,10170,2,2,2,2,2
6788,2017,9,10172,3,3,3,3,3
6789,2017,9,10175,1,1,1,1,1
6790,2017,9,10178,1,1,1,1,1
6791,2017,9,10271,3,3,3,3,3
6792,2017,9,10278,5,5,5,5,5
6793,2017,9,10279,1,1,1,1,1
6794,2017,9,10280,42,42,42,42,42
6795,2017,9,10281,6,6,6,6,6
6796,2017,9,10282,43,43,43,43,43
6797,2017,9,10301,949,949,949,949,949
6798,2017,9,10302,463,463,463,463,463
6799,2017,9,10303,667,667,667,667,667
6800,2017,9,10304,968,968,968,968,968
6801,2017,9,10305,842,842,842,842,842
6802,2017,9,10306,1196,1196,1196,1196,1196
6803,2017,9,10307,273,273,273,273,273
