,Year,Month,Incident Zip,Sanitation_related,Neighborhood_related,House_related,Pollution_related,Other_related
24022,2024,3,11239,1450,1450,1450,1450,1450
24023,2024,3,11241,7,7,7,7,7
24024,2024,3,11242,6,6,6,6,6
24025,2024,3,11249,982,982,982,982,982
24026,2024,3,11251,1,1,1,1,1
24027,2024,3,11354,1083,1083,1083,1083,1083
24028,2024,3,11355,1351,1351,1351,1351,1351
24029,2024,3,11356,799,799,799,799,799
24030,2024,3,11357,992,992,992,992,992
24031,2024,3,11358,814,814,814,814,814
24032,2024,3,11359,8,8,8,8,8
24033,2024,3,11360,273,273,273,273,273
24034,2024,3,11361,829,829,829,829,829
24035,2024,3,11362,293,293,293,293,293
24036,2024,3,11363,164,164,164,164,164
24037,2024,3,11364,595,595,595,595,595
24038,2024,3,11365,1105,1105,1105,1105,1105
24039,2024,3,11366,1141,1141,1141,1141,1141
24040,2024,3,11367,730,730,730,730,730
24041,2024,3,11368,2940,2940,2940,2940,2940
24042,2024,3,11369,1057,1057,1057,1057,1057
24043,2024,3,11370,684,684,684,684,684
24044,2024,3,11371,2,2,2,2,2
24045,2024,3,11372,1785,1785,1785,1785,1785
24046,2024,3,11373,2563,2563,2563,2563,2563
24047,2024,3,11374,1258,1258,1258,1258,1258
24048,2024,3,11375,1885,1885,1885,1885,1885
24049,2024,3,11377,2468,2468,2468,2468,2468
24050,2024,3,11378,1643,1643,1643,1643,1643
24051,2024,3,11379,1250,1250,1250,1250,1250
24052,2024,3,11385,3289,3289,3289,3289,3289
24053,2024,3,11411,460,460,460,460,460
24054,2024,3,11412,799,799,799,799,799
24055,2024,3,11413,920,920,920,920,920
24056,2024,3,11414,1218,1218,1218,1218,1218
24057,2024,3,11415,491,491,491,491,491
24058,2024,3,11416,854,854,854,854,854
24059,2024,3,11417,864,864,864,864,864
24060,2024,3,11418,1146,1146,1146,1146,1146
24061,2024,3,11419,1790,1790,1790,1790,1790
24062,2024,3,11420,1455,1455,1455,1455,1455
24063,2024,3,11421,1488,1488,1488,1488,1488
24064,2024,3,11422,505,505,505,505,505
24065,2024,3,11423,760,760,760,760,760
24066,2024,3,11426,362,362,362,362,362
24067,2024,3,11427,388,388,388,388,388
24068,2024,3,11428,438,438,438,438,438
24069,2024,3,11429,509,509,509,509,509
24070,2024,3,11430,232,232,232,232,232
24071,2024,3,11432,1544,1544,1544,1544,1544
24072,2024,3,11433,1232,1232,1232,1232,1232
24073,2024,3,11434,1161,1161,1161,1161,1161
24074,2024,3,11435,1462,1462,1462,1462,1462
24075,2024,3,11436,616,616,616,616,616
24076,2024,3,11691,1410,1410,1410,1410,1410
24077,2024,3,11692,531,531,531,531,531
24078,2024,3,11693,325,325,325,325,325
24079,2024,3,11694,516,516,516,516,516
24080,2024,3,11697,6,6,6,6,6
24081,2024,3,nan,324,324,324,324,324
24082,2024,4,10000,37,37,37,37,37
24083,2024,4,10001,1215,1215,1215,1215,1215
24084,2024,4,10002,2137,2137,2137,2137,2137
24085,2024,4,10003,1871,1871,1871,1871,1871
24086,2024,4,10004,538,538,538,538,538
24087,2024,4,10005,274,274,274,274,274
24088,2024,4,10006,201,201,201,201,201
24089,2024,4,10007,471,471,471,471,471
24090,2024,4,10009,1464,1464,1464,1464,1464
24091,2024,4,10010,577,577,577,577,577
24092,2024,4,10011,1567,1567,1567,1567,1567
24093,2024,4,10012,1236,1236,1236,1236,1236
24094,2024,4,10013,936,936,936,936,936
24095,2024,4,10014,1277,1277,1277,1277,1277
24096,2024,4,10016,1429,1429,1429,1429,1429
24097,2024,4,10017,593,593,593,593,593
24098,2024,4,10018,658,658,658,658,658
24099,2024,4,10019,2219,2219,2219,2219,2219
24100,2024,4,10020,45,45,45,45,45
24101,2024,4,10021,899,899,899,899,899
24102,2024,4,10022,873,873,873,873,873
24103,2024,4,10023,2810,2810,2810,2810,2810
24104,2024,4,10024,1280,1280,1280,1280,1280
24105,2024,4,10025,2547,2547,2547,2547,2547
24106,2024,4,10026,1926,1926,1926,1926,1926
24107,2024,4,10027,2447,2447,2447,2447,2447
24108,2024,4,10028,1013,1013,1013,1013,1013
24109,2024,4,10029,1838,1838,1838,1838,1838
24110,2024,4,10030,1355,1355,1355,1355,1355
24111,2024,4,10031,2639,2639,2639,2639,2639
24112,2024,4,10032,2317,2317,2317,2317,2317
24113,2024,4,10033,1943,1943,1943,1943,1943
24114,2024,4,10034,2193,2193,2193,2193,2193
24115,2024,4,10035,1505,1505,1505,1505,1505
24116,2024,4,10036,1271,1271,1271,1271,1271
24117,2024,4,10037,779,779,779,779,779
24118,2024,4,10038,576,576,576,576,576
24119,2024,4,10039,1039,1039,1039,1039,1039
24120,2024,4,10040,1930,1930,1930,1930,1930
24121,2024,4,10041,5,5,5,5,5
24122,2024,4,10044,45,45,45,45,45
24123,2024,4,10045,3,3,3,3,3
24124,2024,4,10065,811,811,811,811,811
24125,2024,4,10069,47,47,47,47,47
24126,2024,4,10075,479,479,479,479,479
24127,2024,4,10103,3,3,3,3,3
24128,2024,4,10105,10,10,10,10,10
24129,2024,4,10106,3,3,3,3,3
24130,2024,4,10107,2,2,2,2,2
24131,2024,4,10110,8,8,8,8,8
24132,2024,4,10112,5,5,5,5,5
24133,2024,4,10115,3,3,3,3,3
24134,2024,4,10118,4,4,4,4,4
24135,2024,4,10119,7,7,7,7,7
24136,2024,4,10120,8,8,8,8,8
24137,2024,4,10121,14,14,14,14,14
24138,2024,4,10123,2,2,2,2,2
24139,2024,4,10128,671,671,671,671,671
24140,2024,4,10151,4,4,4,4,4
24141,2024,4,10153,11,11,11,11,11
24142,2024,4,10162,2,2,2,2,2
24143,2024,4,10167,2,2,2,2,2
24144,2024,4,10168,2,2,2,2,2
24145,2024,4,10169,1,1,1,1,1
24146,2024,4,10170,1,1,1,1,1
24147,2024,4,10172,1,1,1,1,1
24148,2024,4,10174,1,1,1,1,1
24149,2024,4,10175,2,2,2,2,2
24150,2024,4,10177,1,1,1,1,1
24151,2024,4,10179,2,2,2,2,2
24152,2024,4,10271,10,10,10,10,10
24153,2024,4,10278,5,5,5,5,5
24154,2024,4,10279,6,6,6,6,6
24155,2024,4,10280,89,89,89,89,89
24156,2024,4,10281,36,36,36,36,36
24157,2024,4,10282,71,71,71,71,71
24158,2024,4,10301,1049,1049,1049,1049,1049
24159,2024,4,10302,395,395,395,395,395
24160,2024,4,10303,452,452,452,452,452
24161,2024,4,10304,981,981,981,981,981
24162,2024,4,10305,804,804,804,804,804
24163,2024,4,10306,890,890,890,890,890
24164,2024,4,10307,245,245,245,245,245
24165,2024,4,10308,430,430,430,430,430
24166,2024,4,10309,681,681,681,681,681
24167,2024,4,10310,457,457,457,457,457
24168,2024,4,10312,1077,1077,1077,1077,1077
24169,2024,4,10314,1422,1422,1422,1422,1422
24170,2024,4,10451,1955,1955,1955,1955,1955
24171,2024,4,10452,3041,3041,3041,3041,3041
24172,2024,4,10453,2641,2641,2641,2641,2641
24173,2024,4,10454,1465,1465,1465,1465,1465
24174,2024,4,10455,1766,1766,1766,1766,1766
24175,2024,4,10456,3381,3381,3381,3381,3381
24176,2024,4,10457,3468,3468,3468,3468,3468
24177,2024,4,10458,3159,3159,3159,3159,3159
24178,2024,4,10459,1630,1630,1630,1630,1630
24179,2024,4,10460,2147,2147,2147,2147,2147
24180,2024,4,10461,1740,1740,1740,1740,1740
24181,2024,4,10462,2432,2432,2432,2432,2432
24182,2024,4,10463,2522,2522,2522,2522,2522
24183,2024,4,10464,221,221,221,221,221
24184,2024,4,10465,1209,1209,1209,1209,1209
24185,2024,4,10466,2432,2432,2432,2432,2432
24186,2024,4,10467,3975,3975,3975,3975,3975
24187,2024,4,10468,3615,3615,3615,3615,3615
24188,2024,4,10469,1990,1990,1990,1990,1990
24189,2024,4,10470,956,956,956,956,956
24190,2024,4,10471,737,737,737,737,737
24191,2024,4,10472,2262,2262,2262,2262,2262
24192,2024,4,10473,1273,1273,1273,1273,1273
24193,2024,4,10474,627,627,627,627,627
24194,2024,4,10475,331,331,331,331,331
24195,2024,4,10705,1,1,1,1,1
24196,2024,4,10803,1,1,1,1,1
24197,2024,4,11001,70,70,70,70,70
24198,2024,4,11004,157,157,157,157,157
24199,2024,4,11005,4,4,4,4,4
24200,2024,4,11021,1,1,1,1,1
24201,2024,4,11040,51,51,51,51,51
24202,2024,4,11101,2459,2459,2459,2459,2459
24203,2024,4,11102,1221,1221,1221,1221,1221
24204,2024,4,11103,1300,1300,1300,1300,1300
24205,2024,4,11104,788,788,788,788,788
24206,2024,4,11105,1055,1055,1055,1055,1055
24207,2024,4,11106,1573,1573,1573,1573,1573
24208,2024,4,11109,70,70,70,70,70
24209,2024,4,11201,3770,3770,3770,3770,3770
24210,2024,4,11203,2009,2009,2009,2009,2009
24211,2024,4,11204,1504,1504,1504,1504,1504
24212,2024,4,11205,1508,1508,1508,1508,1508
24213,2024,4,11206,2013,2013,2013,2013,2013
24214,2024,4,11207,3037,3037,3037,3037,3037
24215,2024,4,11208,2572,2572,2572,2572,2572
24216,2024,4,11209,2078,2078,2078,2078,2078
24217,2024,4,11210,1553,1553,1553,1553,1553
24218,2024,4,11211,2147,2147,2147,2147,2147
24219,2024,4,11212,2093,2093,2093,2093,2093
24220,2024,4,11213,2015,2015,2015,2015,2015
24221,2024,4,11214,2097,2097,2097,2097,2097
24222,2024,4,11215,2283,2283,2283,2283,2283
24223,2024,4,11216,2174,2174,2174,2174,2174
24224,2024,4,11217,1810,1810,1810,1810,1810
24225,2024,4,11218,1996,1996,1996,1996,1996
24226,2024,4,11219,1456,1456,1456,1456,1456
24227,2024,4,11220,2332,2332,2332,2332,2332
24228,2024,4,11221,2784,2784,2784,2784,2784
24229,2024,4,11222,2243,2243,2243,2243,2243
24230,2024,4,11223,2177,2177,2177,2177,2177
24231,2024,4,11224,762,762,762,762,762
24232,2024,4,11225,2373,2373,2373,2373,2373
24233,2024,4,11226,3589,3589,3589,3589,3589
24234,2024,4,11228,946,946,946,946,946
24235,2024,4,11229,2337,2337,2337,2337,2337
24236,2024,4,11230,2468,2468,2468,2468,2468
24237,2024,4,11231,1319,1319,1319,1319,1319
24238,2024,4,11232,998,998,998,998,998
24239,2024,4,11233,1859,1859,1859,1859,1859
24240,2024,4,11234,1984,1984,1984,1984,1984
24241,2024,4,11235,2451,2451,2451,2451,2451
24242,2024,4,11236,1510,1510,1510,1510,1510
24243,2024,4,11237,1993,1993,1993,1993,1993
24244,2024,4,11238,2536,2536,2536,2536,2536
24245,2024,4,11239,1975,1975,1975,1975,1975
24246,2024,4,11241,11,11,11,11,11
24247,2024,4,11242,2,2,2,2,2
24248,2024,4,11249,1073,1073,1073,1073,1073
24249,2024,4,11251,2,2,2,2,2
24250,2024,4,11354,1163,1163,1163,1163,1163
24251,2024,4,11355,1587,1587,1587,1587,1587
24252,2024,4,11356,763,763,763,763,763
24253,2024,4,11357,853,853,853,853,853
24254,2024,4,11358,861,861,861,861,861
24255,2024,4,11359,33,33,33,33,33
24256,2024,4,11360,417,417,417,417,417
24257,2024,4,11361,827,827,827,827,827
24258,2024,4,11362,300,300,300,300,300
24259,2024,4,11363,147,147,147,147,147
24260,2024,4,11364,526,526,526,526,526
24261,2024,4,11365,984,984,984,984,984
24262,2024,4,11366,1283,1283,1283,1283,1283
24263,2024,4,11367,725,725,725,725,725
24264,2024,4,11368,2709,2709,2709,2709,2709
24265,2024,4,11369,1039,1039,1039,1039,1039
24266,2024,4,11370,812,812,812,812,812
24267,2024,4,11371,3,3,3,3,3
24268,2024,4,11372,2003,2003,2003,2003,2003
24269,2024,4,11373,2166,2166,2166,2166,2166
24270,2024,4,11374,1189,1189,1189,1189,1189
24271,2024,4,11375,1396,1396,1396,1396,1396
24272,2024,4,11377,2370,2370,2370,2370,2370
24273,2024,4,11378,1805,1805,1805,1805,1805
24274,2024,4,11379,1105,1105,1105,1105,1105
24275,2024,4,11385,3367,3367,3367,3367,3367
24276,2024,4,11411,537,537,537,537,537
24277,2024,4,11412,700,700,700,700,700
24278,2024,4,11413,779,779,779,779,779
24279,2024,4,11414,1302,1302,1302,1302,1302
24280,2024,4,11415,506,506,506,506,506
24281,2024,4,11416,688,688,688,688,688
24282,2024,4,11417,962,962,962,962,962
24283,2024,4,11418,1018,1018,1018,1018,1018
24284,2024,4,11419,1835,1835,1835,1835,1835
24285,2024,4,11420,1636,1636,1636,1636,1636
24286,2024,4,11421,1323,1323,1323,1323,1323
24287,2024,4,11422,526,526,526,526,526
24288,2024,4,11423,634,634,634,634,634
24289,2024,4,11426,373,373,373,373,373
24290,2024,4,11427,366,366,366,366,366
24291,2024,4,11428,444,444,444,444,444
24292,2024,4,11429,482,482,482,482,482
24293,2024,4,11430,266,266,266,266,266
24294,2024,4,11432,1661,1661,1661,1661,1661
24295,2024,4,11433,1129,1129,1129,1129,1129
24296,2024,4,11434,1332,1332,1332,1332,1332
24297,2024,4,11435,1589,1589,1589,1589,1589
24298,2024,4,11436,643,643,643,643,643
24299,2024,4,11691,1162,1162,1162,1162,1162
24300,2024,4,11692,395,395,395,395,395
24301,2024,4,11693,311,311,311,311,311
24302,2024,4,11694,544,544,544,544,544
24303,2024,4,11697,10,10,10,10,10
24304,2024,4,12345,1,1,1,1,1
24305,2024,4,83,1,1,1,1,1
24306,2024,4,nan,22,22,22,22,22
24307,2024,5,10000,58,58,58,58,58
24308,2024,5,10001,1346,1346,1346,1346,1346
24309,2024,5,10002,2261,2261,2261,2261,2261
24310,2024,5,10003,1932,1932,1932,1932,1932
24311,2024,5,10004,581,581,581,581,581
24312,2024,5,10005,272,272,272,272,272
24313,2024,5,10006,323,323,323,323,323
24314,2024,5,10007,581,581,581,581,581
24315,2024,5,10009,2000,2000,2000,2000,2000
24316,2024,5,10010,634,634,634,634,634
24317,2024,5,10011,1756,1756,1756,1756,1756
24318,2024,5,10012,1219,1219,1219,1219,1219
24319,2024,5,10013,1092,1092,1092,1092,1092
24320,2024,5,10014,1139,1139,1139,1139,1139
24321,2024,5,10016,1548,1548,1548,1548,1548
24322,2024,5,10017,584,584,584,584,584
24323,2024,5,10018,688,688,688,688,688
24324,2024,5,10019,2015,2015,2015,2015,2015
24325,2024,5,10020,99,99,99,99,99
24326,2024,5,10021,799,799,799,799,799
24327,2024,5,10022,1258,1258,1258,1258,1258
24328,2024,5,10023,2691,2691,2691,2691,2691
24329,2024,5,10024,1460,1460,1460,1460,1460
24330,2024,5,10025,2482,2482,2482,2482,2482
24331,2024,5,10026,1827,1827,1827,1827,1827
24332,2024,5,10027,2407,2407,2407,2407,2407
24333,2024,5,10028,913,913,913,913,913
24334,2024,5,10029,1980,1980,1980,1980,1980
24335,2024,5,10030,1535,1535,1535,1535,1535
24336,2024,5,10031,2946,2946,2946,2946,2946
24337,2024,5,10032,2374,2374,2374,2374,2374
24338,2024,5,10033,1885,1885,1885,1885,1885
24339,2024,5,10034,2131,2131,2131,2131,2131
24340,2024,5,10035,1359,1359,1359,1359,1359
24341,2024,5,10036,1432,1432,1432,1432,1432
24342,2024,5,10037,710,710,710,710,710
24343,2024,5,10038,602,602,602,602,602
24344,2024,5,10039,1142,1142,1142,1142,1142
24345,2024,5,10040,1756,1756,1756,1756,1756
24346,2024,5,10041,9,9,9,9,9
24347,2024,5,10044,53,53,53,53,53
24348,2024,5,10045,6,6,6,6,6
24349,2024,5,10048,1,1,1,1,1
24350,2024,5,10055,1,1,1,1,1
24351,2024,5,10065,778,778,778,778,778
24352,2024,5,10069,69,69,69,69,69
24353,2024,5,10075,500,500,500,500,500
24354,2024,5,10103,8,8,8,8,8
24355,2024,5,10105,11,11,11,11,11
24356,2024,5,10106,19,19,19,19,19
24357,2024,5,10110,6,6,6,6,6
24358,2024,5,10111,9,9,9,9,9
24359,2024,5,10112,6,6,6,6,6
24360,2024,5,10115,2,2,2,2,2
24361,2024,5,10118,10,10,10,10,10
24362,2024,5,10119,6,6,6,6,6
24363,2024,5,10120,8,8,8,8,8
24364,2024,5,10121,23,23,23,23,23
24365,2024,5,10122,1,1,1,1,1
24366,2024,5,10123,3,3,3,3,3
24367,2024,5,10128,783,783,783,783,783
24368,2024,5,10151,4,4,4,4,4
24369,2024,5,10152,2,2,2,2,2
24370,2024,5,10153,9,9,9,9,9
24371,2024,5,10154,4,4,4,4,4
24372,2024,5,10158,3,3,3,3,3
24373,2024,5,10162,3,3,3,3,3
24374,2024,5,10165,2,2,2,2,2
24375,2024,5,10167,1,1,1,1,1
24376,2024,5,10168,3,3,3,3,3
24377,2024,5,10169,3,3,3,3,3
24378,2024,5,10170,1,1,1,1,1
24379,2024,5,10172,3,3,3,3,3
24380,2024,5,10173,2,2,2,2,2
24381,2024,5,10174,1,1,1,1,1
24382,2024,5,10175,1,1,1,1,1
24383,2024,5,10271,11,11,11,11,11
24384,2024,5,10278,4,4,4,4,4
24385,2024,5,10279,8,8,8,8,8
24386,2024,5,10280,92,92,92,92,92
24387,2024,5,10281,35,35,35,35,35
24388,2024,5,10282,149,149,149,149,149
24389,2024,5,10301,1171,1171,1171,1171,1171
24390,2024,5,10302,441,441,441,441,441
24391,2024,5,10303,494,494,494,494,494
24392,2024,5,10304,855,855,855,855,855
24393,2024,5,10305,899,899,899,899,899
24394,2024,5,10306,1136,1136,1136,1136,1136
24395,2024,5,10307,289,289,289,289,289
24396,2024,5,10308,528,528,528,528,528
24397,2024,5,10309,648,648,648,648,648
24398,2024,5,10310,508,508,508,508,508
24399,2024,5,10312,1160,1160,1160,1160,1160
24400,2024,5,10314,1562,1562,1562,1562,1562
24401,2024,5,10451,1896,1896,1896,1896,1896
24402,2024,5,10452,3102,3102,3102,3102,3102
24403,2024,5,10453,2953,2953,2953,2953,2953
24404,2024,5,10454,1407,1407,1407,1407,1407
24405,2024,5,10455,1732,1732,1732,1732,1732
24406,2024,5,10456,3483,3483,3483,3483,3483
24407,2024,5,10457,3393,3393,3393,3393,3393
24408,2024,5,10458,3075,3075,3075,3075,3075
24409,2024,5,10459,1819,1819,1819,1819,1819
24410,2024,5,10460,2247,2247,2247,2247,2247
24411,2024,5,10461,1813,1813,1813,1813,1813
24412,2024,5,10462,2224,2224,2224,2224,2224
24413,2024,5,10463,2252,2252,2252,2252,2252
24414,2024,5,10464,251,251,251,251,251
24415,2024,5,10465,1207,1207,1207,1207,1207
24416,2024,5,10466,2256,2256,2256,2256,2256
24417,2024,5,10467,3758,3758,3758,3758,3758
24418,2024,5,10468,3589,3589,3589,3589,3589
24419,2024,5,10469,1830,1830,1830,1830,1830
24420,2024,5,10470,855,855,855,855,855
24421,2024,5,10471,643,643,643,643,643
24422,2024,5,10472,2272,2272,2272,2272,2272
24423,2024,5,10473,1434,1434,1434,1434,1434
24424,2024,5,10474,532,532,532,532,532
24425,2024,5,10475,305,305,305,305,305
24426,2024,5,11001,76,76,76,76,76
24427,2024,5,11004,212,212,212,212,212
24428,2024,5,11005,4,4,4,4,4
24429,2024,5,11040,45,45,45,45,45
24430,2024,5,11101,2559,2559,2559,2559,2559
24431,2024,5,11102,1350,1350,1350,1350,1350
24432,2024,5,11103,1318,1318,1318,1318,1318
24433,2024,5,11104,782,782,782,782,782
24434,2024,5,11105,1178,1178,1178,1178,1178
24435,2024,5,11106,1256,1256,1256,1256,1256
24436,2024,5,11109,75,75,75,75,75
24437,2024,5,11201,4638,4638,4638,4638,4638
24438,2024,5,11203,2341,2341,2341,2341,2341
24439,2024,5,11204,1844,1844,1844,1844,1844
24440,2024,5,11205,1631,1631,1631,1631,1631
24441,2024,5,11206,2049,2049,2049,2049,2049
24442,2024,5,11207,3508,3508,3508,3508,3508
24443,2024,5,11208,3051,3051,3051,3051,3051
24444,2024,5,11209,2257,2257,2257,2257,2257
24445,2024,5,11210,1779,1779,1779,1779,1779
24446,2024,5,11211,2539,2539,2539,2539,2539
24447,2024,5,11212,2219,2219,2219,2219,2219
24448,2024,5,11213,2181,2181,2181,2181,2181
24449,2024,5,11214,2342,2342,2342,2342,2342
24450,2024,5,11215,2603,2603,2603,2603,2603
24451,2024,5,11216,2118,2118,2118,2118,2118
24452,2024,5,11217,2009,2009,2009,2009,2009
24453,2024,5,11218,2080,2080,2080,2080,2080
24454,2024,5,11219,1492,1492,1492,1492,1492
24455,2024,5,11220,2496,2496,2496,2496,2496
24456,2024,5,11221,2916,2916,2916,2916,2916
24457,2024,5,11222,2626,2626,2626,2626,2626
24458,2024,5,11223,2135,2135,2135,2135,2135
24459,2024,5,11224,971,971,971,971,971
24460,2024,5,11225,2322,2322,2322,2322,2322
24461,2024,5,11226,3998,3998,3998,3998,3998
24462,2024,5,11228,1080,1080,1080,1080,1080
24463,2024,5,11229,2364,2364,2364,2364,2364
24464,2024,5,11230,2597,2597,2597,2597,2597
24465,2024,5,11231,1608,1608,1608,1608,1608
24466,2024,5,11232,1227,1227,1227,1227,1227
24467,2024,5,11233,2112,2112,2112,2112,2112
24468,2024,5,11234,2352,2352,2352,2352,2352
24469,2024,5,11235,2874,2874,2874,2874,2874
24470,2024,5,11236,1744,1744,1744,1744,1744
24471,2024,5,11237,2228,2228,2228,2228,2228
24472,2024,5,11238,2769,2769,2769,2769,2769
24473,2024,5,11239,1658,1658,1658,1658,1658
24474,2024,5,11241,7,7,7,7,7
24475,2024,5,11242,13,13,13,13,13
24476,2024,5,11249,1371,1371,1371,1371,1371
24477,2024,5,11251,6,6,6,6,6
24478,2024,5,11354,1212,1212,1212,1212,1212
24479,2024,5,11355,1472,1472,1472,1472,1472
24480,2024,5,11356,887,887,887,887,887
24481,2024,5,11357,1017,1017,1017,1017,1017
24482,2024,5,11358,906,906,906,906,906
24483,2024,5,11359,10,10,10,10,10
24484,2024,5,11360,325,325,325,325,325
24485,2024,5,11361,786,786,786,786,786
24486,2024,5,11362,312,312,312,312,312
24487,2024,5,11363,167,167,167,167,167
24488,2024,5,11364,554,554,554,554,554
24489,2024,5,11365,1158,1158,1158,1158,1158
24490,2024,5,11366,1805,1805,1805,1805,1805
24491,2024,5,11367,920,920,920,920,920
24492,2024,5,11368,3225,3225,3225,3225,3225
24493,2024,5,11369,1278,1278,1278,1278,1278
24494,2024,5,11370,741,741,741,741,741
24495,2024,5,11371,2,2,2,2,2
24496,2024,5,11372,1942,1942,1942,1942,1942
24497,2024,5,11373,2046,2046,2046,2046,2046
24498,2024,5,11374,1133,1133,1133,1133,1133
24499,2024,5,11375,1694,1694,1694,1694,1694
24500,2024,5,11377,2493,2493,2493,2493,2493
24501,2024,5,11378,1789,1789,1789,1789,1789
24502,2024,5,11379,1084,1084,1084,1084,1084
24503,2024,5,11385,3694,3694,3694,3694,3694
24504,2024,5,11411,535,535,535,535,535
24505,2024,5,11412,819,819,819,819,819
24506,2024,5,11413,814,814,814,814,814
24507,2024,5,11414,1380,1380,1380,1380,1380
24508,2024,5,11415,483,483,483,483,483
24509,2024,5,11416,910,910,910,910,910
24510,2024,5,11417,1203,1203,1203,1203,1203
24511,2024,5,11418,1192,1192,1192,1192,1192
24512,2024,5,11419,1887,1887,1887,1887,1887
24513,2024,5,11420,1952,1952,1952,1952,1952
24514,2024,5,11421,1525,1525,1525,1525,1525
24515,2024,5,11422,637,637,637,637,637
24516,2024,5,11423,682,682,682,682,682
24517,2024,5,11426,436,436,436,436,436
24518,2024,5,11427,422,422,422,422,422
24519,2024,5,11428,557,557,557,557,557
24520,2024,5,11429,561,561,561,561,561
24521,2024,5,11430,248,248,248,248,248
24522,2024,5,11432,1886,1886,1886,1886,1886
24523,2024,5,11433,1040,1040,1040,1040,1040
24524,2024,5,11434,1326,1326,1326,1326,1326
24525,2024,5,11435,1730,1730,1730,1730,1730
24526,2024,5,11436,671,671,671,671,671
24527,2024,5,11691,1312,1312,1312,1312,1312
24528,2024,5,11692,456,456,456,456,456
24529,2024,5,11693,352,352,352,352,352
24530,2024,5,11694,762,762,762,762,762
24531,2024,5,11697,9,9,9,9,9
24532,2024,5,11791,1,1,1,1,1
24533,2024,5,12345,1,1,1,1,1
24534,2024,5,84117,1,1,1,1,1
24535,2024,5,nan,33,33,33,33,33
24536,2024,6,10000,72,72,72,72,72
24537,2024,6,10001,1196,1196,1196,1196,1196
24538,2024,6,10002,2253,2253,2253,2253,2253
24539,2024,6,10003,1621,1621,1621,1621,1621
24540,2024,6,10004,475,475,475,475,475
24541,2024,6,10005,256,256,256,256,256
24542,2024,6,10006,309,309,309,309,309
24543,2024,6,10007,506,506,506,506,506
24544,2024,6,10009,1608,1608,1608,1608,1608
24545,2024,6,10010,687,687,687,687,687
24546,2024,6,10011,1438,1438,1438,1438,1438
24547,2024,6,10012,1154,1154,1154,1154,1154
24548,2024,6,10013,928,928,928,928,928
24549,2024,6,10014,1104,1104,1104,1104,1104
24550,2024,6,10016,1423,1423,1423,1423,1423
24551,2024,6,10017,482,482,482,482,482
24552,2024,6,10018,579,579,579,579,579
24553,2024,6,10019,1715,1715,1715,1715,1715
24554,2024,6,10020,44,44,44,44,44
24555,2024,6,10021,663,663,663,663,663
24556,2024,6,10022,671,671,671,671,671
24557,2024,6,10023,2771,2771,2771,2771,2771
24558,2024,6,10024,1087,1087,1087,1087,1087
24559,2024,6,10025,2085,2085,2085,2085,2085
24560,2024,6,10026,2113,2113,2113,2113,2113
24561,2024,6,10027,2354,2354,2354,2354,2354
24562,2024,6,10028,1042,1042,1042,1042,1042
24563,2024,6,10029,2159,2159,2159,2159,2159
24564,2024,6,10030,1608,1608,1608,1608,1608
24565,2024,6,10031,3068,3068,3068,3068,3068
24566,2024,6,10032,2636,2636,2636,2636,2636
24567,2024,6,10033,2067,2067,2067,2067,2067
24568,2024,6,10034,2022,2022,2022,2022,2022
24569,2024,6,10035,1462,1462,1462,1462,1462
24570,2024,6,10036,1371,1371,1371,1371,1371
24571,2024,6,10037,712,712,712,712,712
24572,2024,6,10038,617,617,617,617,617
24573,2024,6,10039,1176,1176,1176,1176,1176
24574,2024,6,10040,1852,1852,1852,1852,1852
24575,2024,6,10041,1,1,1,1,1
24576,2024,6,10044,48,48,48,48,48
24577,2024,6,10045,2,2,2,2,2
24578,2024,6,10048,3,3,3,3,3
24579,2024,6,10065,757,757,757,757,757
24580,2024,6,10069,93,93,93,93,93
24581,2024,6,10075,402,402,402,402,402
24582,2024,6,10103,3,3,3,3,3
24583,2024,6,10105,13,13,13,13,13
24584,2024,6,10106,3,3,3,3,3
24585,2024,6,10107,3,3,3,3,3
24586,2024,6,10110,2,2,2,2,2
24587,2024,6,10112,7,7,7,7,7
24588,2024,6,10115,1,1,1,1,1
24589,2024,6,10118,10,10,10,10,10
24590,2024,6,10119,5,5,5,5,5
24591,2024,6,10120,9,9,9,9,9
24592,2024,6,10121,28,28,28,28,28
24593,2024,6,10123,4,4,4,4,4
24594,2024,6,10128,705,705,705,705,705
24595,2024,6,10151,3,3,3,3,3
24596,2024,6,10153,20,20,20,20,20
24597,2024,6,10158,2,2,2,2,2
24598,2024,6,10162,3,3,3,3,3
24599,2024,6,10165,1,1,1,1,1
24600,2024,6,10166,1,1,1,1,1
24601,2024,6,10168,15,15,15,15,15
24602,2024,6,10169,7,7,7,7,7
24603,2024,6,10172,1,1,1,1,1
24604,2024,6,10173,1,1,1,1,1
24605,2024,6,10174,2,2,2,2,2
24606,2024,6,10175,1,1,1,1,1
24607,2024,6,10177,2,2,2,2,2
24608,2024,6,10179,1,1,1,1,1
24609,2024,6,10271,5,5,5,5,5
24610,2024,6,10278,6,6,6,6,6
24611,2024,6,10279,1,1,1,1,1
24612,2024,6,10280,80,80,80,80,80
24613,2024,6,10281,42,42,42,42,42
24614,2024,6,10282,68,68,68,68,68
24615,2024,6,10301,1324,1324,1324,1324,1324
24616,2024,6,10302,463,463,463,463,463
24617,2024,6,10303,566,566,566,566,566
24618,2024,6,10304,964,964,964,964,964
